#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Bifidobacterium callitrichos	Bacteria	Terrabacteria group	Actinobacteria	2.88731	-	-	-	2
Bifidobacterium catenulatum	Bacteria	Terrabacteria group	Actinobacteria	2.10636	1	-	-	4
Bifidobacterium choerinum	Bacteria	Terrabacteria group	Actinobacteria	2.09612	-	-	-	3
Bifidobacterium coryneforme	Bacteria	Terrabacteria group	Actinobacteria	1.75515	1	-	-	3
Bifidobacterium crudilactis	Bacteria	Terrabacteria group	Actinobacteria	2.36282	-	-	-	1
Bifidobacterium cuniculi	Bacteria	Terrabacteria group	Actinobacteria	2.53159	-	-	-	2
Bifidobacterium dentium	Bacteria	Terrabacteria group	Actinobacteria	2.63567	1	-	-	8
Bifidobacterium gallicum	Bacteria	Terrabacteria group	Actinobacteria	2.00459	-	-	-	3
Bifidobacterium gallinarum	Bacteria	Terrabacteria group	Actinobacteria	2.16084	-	-	-	2
Bifidobacterium indicum	Bacteria	Terrabacteria group	Actinobacteria	1.73455	1	-	-	2
Bifidobacterium kashiwanohense	Bacteria	Terrabacteria group	Actinobacteria	2.33723	1	-	-	4
Bifidobacterium longum	Bacteria	Terrabacteria group	Actinobacteria	2.26027	1	-	2	65
Bifidobacterium longum CAG:69	Bacteria	Terrabacteria group	Actinobacteria	2.03511	-	-	-	1
Bifidobacterium magnum	Bacteria	Terrabacteria group	Actinobacteria	1.82248	-	-	-	3
Bifidobacterium merycicum	Bacteria	Terrabacteria group	Actinobacteria	2.28023	-	-	-	2
Bifidobacterium minimum	Bacteria	Terrabacteria group	Actinobacteria	1.89286	-	-	-	3
Bifidobacterium mongoliense	Bacteria	Terrabacteria group	Actinobacteria	2.17049	-	-	-	2
Bifidobacterium moukalabense	Bacteria	Terrabacteria group	Actinobacteria	2.51533	-	-	-	1
Bifidobacterium pseudocatenulatum	Bacteria	Terrabacteria group	Actinobacteria	2.45851	1	-	-	13
Bifidobacterium pseudocatenulatum CAG:263	Bacteria	Terrabacteria group	Actinobacteria	2.00959	-	-	-	1
Bifidobacterium pseudolongum	Bacteria	Terrabacteria group	Actinobacteria	1.89868	1	-	-	7
Bifidobacterium psychraerophilum	Bacteria	Terrabacteria group	Actinobacteria	2.61508	-	-	-	2
Bifidobacterium pullorum	Bacteria	Terrabacteria group	Actinobacteria	2.15356	-	-	-	2
Bifidobacterium reuteri	Bacteria	Terrabacteria group	Actinobacteria	2.84757	-	-	-	2
Bifidobacterium ruminantium	Bacteria	Terrabacteria group	Actinobacteria	2.24981	-	-	-	3
Bifidobacterium saeculare	Bacteria	Terrabacteria group	Actinobacteria	2.26328	-	-	-	2
Bifidobacterium saguini	Bacteria	Terrabacteria group	Actinobacteria	2.78704	-	-	-	2
Bifidobacterium scardovii	Bacteria	Terrabacteria group	Actinobacteria	3.15835	1	-	-	5
Bifidobacterium stellenboschense	Bacteria	Terrabacteria group	Actinobacteria	2.81286	-	-	-	1
Bifidobacterium subtile	Bacteria	Terrabacteria group	Actinobacteria	2.79009	-	-	-	3
Bifidobacterium thermacidophilum	Bacteria	Terrabacteria group	Actinobacteria	2.23307	-	-	-	5
Bifidobacterium thermophilum	Bacteria	Terrabacteria group	Actinobacteria	2.29164	1	-	-	4
Bifidobacterium tsurumiense	Bacteria	Terrabacteria group	Actinobacteria	2.16443	-	-	-	3
Bigelowiella natans	Eukaryota	Other	Other	91.4059	-	-	-	1
Bilophila	Bacteria	Proteobacteria	delta/epsilon subdivisions	4.61831	-	-	-	1
Bilophila wadsworthia	Bacteria	Proteobacteria	delta/epsilon subdivisions	4.39119	-	-	-	2
Binucleate Rhizoctonia mitovirus K1	Viruses	ssRNA viruses	Narnaviridae	0.002794	1	-	-	1
Biomphalaria glabrata	Eukaryota	Animals	Other Animals	916.388	-	1	-	1
Bipolaris maydis	Eukaryota	Fungi	Ascomycetes	32.9292	-	-	-	2
Bipolaris oryzae	Eukaryota	Fungi	Ascomycetes	31.3621	-	-	-	2
Bipolaris sorokiniana	Eukaryota	Fungi	Ascomycetes	34.4092	-	-	-	1
Bipolaris victoriae	Eukaryota	Fungi	Ascomycetes	32.8296	-	-	-	1
Bipolaris zeicola	Eukaryota	Fungi	Ascomycetes	31.2679	-	-	-	1
Bison bison	Eukaryota	Animals	Mammals	2828.03	-	1	-	1
Bitter gourd leaf curl betasatellite	Viruses	Satellites	unclassified	0.001354	1	-	-	1
Bitter gourd yellow vein virus	Viruses	ssDNA viruses	Geminiviridae	0.005453	2	-	-	1
Bizionia	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.52777	-	-	-	1
Bizionia argentinensis	Bacteria	FCB group	Bacteroidetes/Chlorobi group	3.27933	-	-	-	1
Bizionia psychrotolerans	Bacteria	FCB group	Bacteroidetes/Chlorobi group	0.500897	-	-	-	1
Black beetle virus	Viruses	ssRNA viruses	Nodaviridae	0.004505	2	-	-	1
Black grass cryptic virus 2	Viruses	unclassified viruses	unclassified	0.003993	2	-	-	1
Black grass varicosavirus-like virus	Viruses	unclassified viruses	unclassified	0.010558	2	-	-	1
Black howler monkey smacovirus	Viruses	unclassified viruses	unclassified	0.002485	1	-	-	1
Black medic leafroll alphasatellite 1	Viruses	Satellites	unclassified	0.00103	1	-	-	1
Black medic leafroll virus	Viruses	ssDNA viruses	Nanoviridae	0.008091	8	-	-	1
Black queen cell virus	Viruses	ssRNA viruses	Dicistroviridae	0.00855	1	-	-	1
Black raspberry necrosis virus	Viruses	ssRNA viruses	Secoviridae	0.013945	2	-	-	1
Black raspberry virus F	Viruses	dsRNA viruses	Totiviridae	0.005077	1	-	-	1
Black sea bass polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.007369	1	-	-	1
Blackberry Virus F	Viruses	Retro-transcribing viruses	Caulimoviridae	0.007663	1	-	-	1
Blackberry chlorotic ringspot virus	Viruses	ssRNA viruses	Bromoviridae	0.008647	3	-	-	1
Blackberry vein banding associated virus	Viruses	ssRNA viruses	Closteroviridae	0.018643	1	-	-	1
Blackberry virus E	Viruses	ssRNA viruses	Alphaflexiviridae	0.007718	1	-	-	1
Blackberry virus Y	Viruses	ssRNA viruses	Potyviridae	0.010851	1	-	-	1
Blackberry yellow vein-associated virus	Viruses	ssRNA viruses	Closteroviridae	0.015716	2	-	-	1
Blackcurrant reversion virus	Viruses	ssRNA viruses	Secoviridae	0.014116	2	-	-	1
Blackcurrant reversion virus satellite RNA	Viruses	Satellites	unclassified	0.001432	1	-	-	1
Blainvillea yellow spot virus	Viruses	ssDNA viruses	Geminiviridae	0.0053	2	-	-	1
Blastochloris viridis	Bacteria	Proteobacteria	Alphaproteobacteria	3.72484	1	-	-	3
Blastococcus	Bacteria	Terrabacteria group	Actinobacteria	5.17758	-	-	-	1
Blastococcus saxobsidens	Bacteria	Terrabacteria group	Actinobacteria	4.87534	1	-	-	1
Blastocystis	Eukaryota	Protists	Other Protists	16.4683	-	-	-	8
Blastocystis hominis	Eukaryota	Protists	Other Protists	18.8172	-	-	-	1
Blastomonas	Bacteria	Proteobacteria	Alphaproteobacteria	3.61622	-	-	-	21
Blastomyces dermatitidis	Eukaryota	Fungi	Ascomycetes	66.6087	-	-	-	4
Blastomyces gilchristii	Eukaryota	Fungi	Ascomycetes	75.4047	-	-	-	1
Blastopirellula marina	Bacteria	PVC group	Planctomycetes	6.66385	-	-	-	1
Blattabacterium	Bacteria	FCB group	Bacteroidetes/Chlorobi group	0.63249	1	-	1	8
Blattella germanica	Eukaryota	Animals	Insects	2037.2	-	-	-	1
Blattella germanica densovirus 1	Viruses	ssDNA viruses	Parvoviridae	0.005335	1	-	-	1
Blautia	Bacteria	Terrabacteria group	Firmicutes	3.57377	1	-	-	8
Blautia hansenii	Bacteria	Terrabacteria group	Firmicutes	3.05872	-	-	-	1
Blautia hydrogenotrophica	Bacteria	Terrabacteria group	Firmicutes	3.62694	-	-	-	1
Blautia hydrogenotrophica CAG:147	Bacteria	Terrabacteria group	Firmicutes	3.35903	-	-	-	1
Blautia obeum	Bacteria	Terrabacteria group	Firmicutes	3.62551	1	-	-	2
Blautia producta	Bacteria	Terrabacteria group	Firmicutes	6.08569	-	-	-	3
Blautia schinkii	Bacteria	Terrabacteria group	Firmicutes	6.67933	-	-	-	1
Blautia wexlerae	Bacteria	Terrabacteria group	Firmicutes	4.50847	-	-	-	2
Blechum interveinal chlorosis virus	Viruses	ssDNA viruses	Geminiviridae	0.005285	2	-	-	1
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	Bacteria	Proteobacteria	Gammaproteobacteria	0.77394	1	-	-	1
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	Bacteria	Proteobacteria	Gammaproteobacteria	0.749321	1	-	-	1
Blotched snakehead virus	Viruses	dsRNA viruses	Birnaviridae	0.006179	2	-	-	1
Blue squill virus A	Viruses	ssRNA viruses	Potyviridae	0.009842	1	-	-	1
Blueberry fruit drop associated virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.00985	1	-	-	1
Blueberry latent virus	Viruses	dsRNA viruses	Amalgaviridae	0.003431	1	-	-	1
Blueberry mosaic associated virus	Viruses	ssRNA viruses	Ophioviridae	0.001934	1	-	-	1
Blueberry necrotic ring blotch virus	Viruses	ssRNA viruses	unclassified	0.014153	4	-	-	1
Blueberry red ringspot virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.008303	1	-	-	1
Blueberry scorch virus	Viruses	ssRNA viruses	Betaflexiviridae	0.008512	1	-	-	1
Blueberry shock virus	Viruses	ssRNA viruses	Bromoviridae	0.007989	3	-	-	1
Blueberry shoestring virus	Viruses	ssRNA viruses	unclassified	0.00402	1	-	-	1
Blueberry virus A	Viruses	ssRNA viruses	Closteroviridae	0.017798	1	-	-	1
Bluegill hepadnavirus	Viruses	Retro-transcribing viruses	Hepadnaviridae	0.00326	1	-	-	1
Bluegill picornavirus	Viruses	ssRNA viruses	unclassified	0.00805	1	-	-	1
Bluetongue virus	Viruses	dsRNA viruses	Reoviridae	0.019208	10	-	-	1
Blumeria graminis	Eukaryota	Fungi	Ascomycetes	118.726	-	-	-	7
Bocavirus gorilla/GBoV1/2009	Viruses	ssDNA viruses	Parvoviridae	0.004944	1	-	-	1
Bodo saltans	Eukaryota	Protists	Kinetoplasts	39.8644	-	-	-	1
Boiling Springs Lake RNA-DNA hybrid virus	Viruses	Other	Other	0.004089	1	-	-	1
Bokeloh bat lyssavirus	Viruses	ssRNA viruses	Rhabdoviridae	0.0119	1	-	-	1
Bole Tick Virus 3	Viruses	ssRNA viruses	unclassified	0.011183	1	-	-	1
Bole tick virus 4	Viruses	ssRNA viruses	unclassified	0.016248	1	-	-	1
Boleophthalmus pectinirostris	Eukaryota	Animals	Fishes	955.735	-	-	-	1
Bombus impatiens	Eukaryota	Animals	Insects	249.185	-	-	-	1
Bombus terrestris	Eukaryota	Animals	Insects	248.654	18	-	-	1
Bombyx mori	Eukaryota	Animals	Insects	481.819	-	1	-	4
Bombyx mori Macula-like virus	Viruses	ssRNA viruses	Tymoviridae	0.006519	1	-	-	1
Bombyx mori bidensovirus	Viruses	unassigned viruses	Bidnaviridae	0.012565	2	-	-	1
Bombyx mori cypovirus 1 satellite RNA	Viruses	Satellites	unclassified	0.000647	1	-	-	1
Bombyx mori densovirus 5	Viruses	ssDNA viruses	Parvoviridae	0.005078	1	-	-	1
Bombyx mori iflavirus	Viruses	ssRNA viruses	Iflaviridae	0.010119	1	-	-	1
Bombyx mori nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.128413	1	-	-	1
Boolarra virus	Viruses	ssRNA viruses	Nodaviridae	0.004401	2	-	-	1
Border disease virus	Viruses	ssRNA viruses	Flaviviridae	0.012333	1	-	-	1
Bordetella	Bacteria	Proteobacteria	Betaproteobacteria	4.07972	1	-	-	2
Bordetella ansorpii	Bacteria	Proteobacteria	Betaproteobacteria	6.20518	-	-	-	2
Bordetella avium	Bacteria	Proteobacteria	Betaproteobacteria	3.73225	1	-	-	2
Bordetella bronchialis	Bacteria	Proteobacteria	Betaproteobacteria	5.96692	1	-	-	2
Bordetella bronchiseptica	Bacteria	Proteobacteria	Betaproteobacteria	5.26438	1	-	-	67
Bordetella flabilis	Bacteria	Proteobacteria	Betaproteobacteria	5.95432	1	-	1	1
Bordetella hinzii	Bacteria	Proteobacteria	Betaproteobacteria	4.91298	1	-	-	10
Bordetella holmesii	Bacteria	Proteobacteria	Betaproteobacteria	3.69967	1	-	-	20
Bordetella parapertussis	Bacteria	Proteobacteria	Betaproteobacteria	4.89957	1	-	1	3
Bordetella pertussis	Bacteria	Proteobacteria	Betaproteobacteria	4.08619	1	-	-	387
Bordetella petrii	Bacteria	Proteobacteria	Betaproteobacteria	5.28795	1	-	-	3
Bordetella phage BPP-1	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.042493	1	-	-	1
Bordetella pseudohinzii	Bacteria	Proteobacteria	Betaproteobacteria	4.55889	1	-	1	4
Bordetella trematum	Bacteria	Proteobacteria	Betaproteobacteria	4.48554	1	-	1	5
Borna disease virus	Viruses	ssRNA viruses	Bornaviridae	0.008798	1	-	-	1
Bornean orang-utan polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005168	1	-	-	1
Borrelia anserina	Bacteria	Spirochaetes	Spirochaetia	1.14735	1	-	-	1
Borrelia coriaceae	Bacteria	Spirochaetes	Spirochaetia	1.73048	1	-	-	2
Borrelia crocidurae	Bacteria	Spirochaetes	Spirochaetia	1.52889	1	-	39	3
Borrelia duttonii	Bacteria	Spirochaetes	Spirochaetia	1.64095	1	-	16	2
Borrelia hermsii	Bacteria	Spirochaetes	Spirochaetia	1.06622	1	-	25	7
Borrelia hispanica	Bacteria	Spirochaetes	Spirochaetia	1.78385	-	-	-	1
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	0.937966	1	-	1	3
Borrelia parkeri	Bacteria	Spirochaetes	Spirochaetia	1.05329	1	-	-	2
Borrelia persica	Bacteria	Spirochaetes	Spirochaetia	1.78498	-	-	-	1
Borrelia recurrentis	Bacteria	Spirochaetes	Spirochaetia	1.24216	1	-	7	1
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	0.91733	1	-	-	1
Borreliella afzelii	Bacteria	Spirochaetes	Spirochaetia	0.905471	1	-	17	10
Borreliella bavariensis	Bacteria	Spirochaetes	Spirochaetia	0.986914	1	-	2	1
Borreliella bissettii	Bacteria	Spirochaetes	Spirochaetia	1.40344	1	-	16	1
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	1.52121	1	-	21	42
Borreliella chilensis	Bacteria	Spirochaetes	Spirochaetia	0.982238	1	-	2	1
Borreliella finlandensis	Bacteria	Spirochaetes	Spirochaetia	1.28178	-	-	9	1
Borreliella garinii	Bacteria	Spirochaetes	Spirochaetia	0.902789	1	-	11	40
Borreliella spielmanii	Bacteria	Spirochaetes	Spirochaetia	1.25256	-	-	8	1
Borreliella valaisiana	Bacteria	Spirochaetes	Spirochaetia	0.992695	1	-	11	2
Bos indicus	Eukaryota	Animals	Mammals	2673.95	31	-	-	1
Bos mutus	Eukaryota	Animals	Mammals	2645.16	-	1	-	1
Bos taurus	Eukaryota	Animals	Mammals	2670.14	31	1	-	2
Bos taurus papillomavirus 7	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007412	1	-	-	1
Bosea	Bacteria	Proteobacteria	Alphaproteobacteria	6.60953	1	-	1	10
Bosea thiooxidans	Bacteria	Proteobacteria	Alphaproteobacteria	5.46091	-	-	-	1
Bosea vaviloviae	Bacteria	Proteobacteria	Alphaproteobacteria	5.60208	-	-	-	1
Botryllus schlosseri	Eukaryota	Animals	Other Animals	579.633	-	-	-	1
Botryobasidium botryosum	Eukaryota	Fungi	Basidiomycetes	46.6743	-	-	-	1
Botryosphaeria dothidea victorivirus 1	Viruses	dsRNA viruses	Totiviridae	0.005322	1	-	-	1
Botryotinia fuckeliana partitivirus 1	Viruses	dsRNA viruses	Partitiviridae	0.004742	3	-	-	1
Botryotinia fuckeliana totivirus 1	Viruses	dsRNA viruses	Totiviridae	0.005261	1	-	-	1
Botrytis cinerea	Eukaryota	Fungi	Ascomycetes	42.7438	18	-	-	5
Botrytis cinerea RNA virus 1	Viruses	dsRNA viruses	unclassified	0.008952	1	-	-	1
Botrytis cinerea mitovirus 1	Viruses	ssRNA viruses	Narnaviridae	0.002805	1	-	-	1
Botrytis cinerea mitovirus 2	Viruses	ssRNA viruses	Narnaviridae	0.002497	1	-	-	1
Botrytis cinerea mitovirus 3	Viruses	ssRNA viruses	Narnaviridae	0.002922	1	-	-	1
Botrytis cinerea mitovirus 4	Viruses	ssRNA viruses	Narnaviridae	0.002768	1	-	-	1
Botrytis cinerea negative-stranded RNA virus 1	Viruses	ssRNA viruses	unclassified	0.008545	1	-	-	1
Botrytis ourmiavirus	Viruses	ssRNA viruses	unclassified	0.002903	1	-	-	1
Botrytis paeoniae	Eukaryota	Fungi	Ascomycetes	44.2422	-	-	-	1
Botrytis porri RNA virus 1	Viruses	dsRNA viruses	unclassified	0.012094	2	-	-	1
Botrytis virus F	Viruses	ssRNA viruses	Gammaflexiviridae	0.006827	1	-	-	1
Botrytis virus X	Viruses	ssRNA viruses	Alphaflexiviridae	0.006966	1	-	-	1
Bougainvillea chlorotic vein banding virus	Viruses	Retro-transcribing viruses	Caulimoviridae	0.008759	1	-	-	1
Bovine adeno-associated virus	Viruses	ssDNA viruses	Parvoviridae	0.004693	1	-	-	1
Bovine adenovirus D	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.031301	1	-	-	1
Bovine adenovirus E	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.030024	1	-	-	1
Bovine astrovirus	Viruses	ssRNA viruses	Astroviridae	0.006233	1	-	-	1
Bovine astrovirus B170/HK	Viruses	ssRNA viruses	Astroviridae	0.006317	1	-	-	1
Bovine astrovirus B18/HK	Viruses	ssRNA viruses	Astroviridae	0.0063	1	-	-	1
Bovine astrovirus B76-2/HK	Viruses	ssRNA viruses	Astroviridae	0.006301	1	-	-	1
Bovine astrovirus B76/HK	Viruses	ssRNA viruses	Astroviridae	0.006253	1	-	-	1
Bovine astrovirus CH13	Viruses	ssRNA viruses	Astroviridae	0.00653	1	-	-	1
Bovine ephemeral fever virus	Viruses	ssRNA viruses	Rhabdoviridae	0.0149	1	-	-	1
Bovine faeces associated circular DNA molecule 1	Viruses	unclassified viruses	unclassified	0.001474	1	-	-	1
Bovine faeces associated circular DNA virus 1	Viruses	unclassified viruses	unclassified	0.00306	1	-	-	1
Bovine faeces associated circular DNA virus 2	Viruses	unclassified viruses	unclassified	0.002782	1	-	-	1
Bovine faeces associated smacovirus 1	Viruses	unclassified viruses	unclassified	0.002723	1	-	-	1
Bovine faeces associated smacovirus 2	Viruses	unclassified viruses	unclassified	0.002755	1	-	-	1
Bovine faeces associated smacovirus 3	Viruses	unclassified viruses	unclassified	0.002623	1	-	-	1
Bovine faeces associated smacovirus 4	Viruses	unclassified viruses	unclassified	0.002645	1	-	-	1
Bovine faeces associated smacovirus 5	Viruses	unclassified viruses	unclassified	0.002468	1	-	-	1
Bovine faeces associated smacovirus 6	Viruses	unclassified viruses	unclassified	0.002568	1	-	-	1
Bovine foamy virus	Viruses	Retro-transcribing viruses	Retroviridae	0.012002	1	-	-	1
Bovine hepacivirus	Viruses	ssRNA viruses	Flaviviridae	0.00885	1	-	-	1
Bovine herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.135301	1	-	-	1
Bovine herpesvirus 4	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.108873	1	-	-	1
Bovine herpesvirus 5	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.137821	1	-	-	1
Bovine herpesvirus 6	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.144898	1	-	-	1
Bovine immunodeficiency virus	Viruses	Retro-transcribing viruses	Retroviridae	0.008482	1	-	-	1
Bovine kobuvirus	Viruses	ssRNA viruses	Picornaviridae	0.008374	1	-	-	1
Bovine leukemia virus	Viruses	Retro-transcribing viruses	Retroviridae	0.008419	1	-	-	1
Bovine mastadenovirus A	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.034185	1	-	-	1
Bovine mastadenovirus B	Viruses	dsDNA viruses, no RNA stage	Adenoviridae	0.034446	1	-	-	2
Bovine nidovirus TCH5	Viruses	ssRNA viruses	unclassified	0.020261	1	-	-	1
Bovine papular stomatitis virus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.134431	1	-	-	1
Bovine parainfluenza virus 3	Viruses	ssRNA viruses	Paramyxoviridae	0.015618	1	-	-	2
Bovine parvovirus	Viruses	ssDNA viruses	Parvoviridae	0.005517	1	-	-	1
Bovine parvovirus - 2	Viruses	ssDNA viruses	Parvoviridae	0.00561	1	-	-	1
Bovine picornavirus	Viruses	ssRNA viruses	Picornaviridae	0.007018	1	-	-	1
Bovine polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.004697	1	-	-	1
Bovine polyomavirus 2	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005085	1	-	-	1
Bovine polyomavirus 3	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.004861	1	-	-	1
Bovine respiratory syncytial virus	Viruses	ssRNA viruses	unclassified	0.01514	1	-	-	1
Bovine retrovirus CH15	Viruses	Retro-transcribing viruses	Retroviridae	0.00747	1	-	-	1
Bovine rhinitis B virus	Viruses	ssRNA viruses	Picornaviridae	0.007556	1	-	-	1
Bovine viral diarrhea virus 1	Viruses	ssRNA viruses	Flaviviridae	0.012573	1	-	-	1
Bovine viral diarrhea virus 2	Viruses	ssRNA viruses	Flaviviridae	0.012255	1	-	-	1
Bovine viral diarrhea virus 3 Th/04_KhonKaen	Viruses	ssRNA viruses	Flaviviridae	0.012337	1	-	-	1
Brachybacterium	Bacteria	Terrabacteria group	Actinobacteria	3.9225	-	-	-	2
Brachybacterium faecium	Bacteria	Terrabacteria group	Actinobacteria	3.61499	1	-	-	1
Brachybacterium muris	Bacteria	Terrabacteria group	Actinobacteria	3.25747	-	-	-	1
Brachybacterium paraconglomeratum	Bacteria	Terrabacteria group	Actinobacteria	3.78448	-	-	-	1
Brachybacterium phenoliresistens	Bacteria	Terrabacteria group	Actinobacteria	4.18816	-	-	-	1
Brachybacterium squillarum	Bacteria	Terrabacteria group	Actinobacteria	3.19148	-	-	-	1
Brachybacterium zhongshanense	Bacteria	Terrabacteria group	Actinobacteria	1.95072	-	-	-	1
Brachymonas chironomi	Bacteria	Proteobacteria	Betaproteobacteria	2.50356	-	-	-	1
Brachypodium distachyon	Eukaryota	Plants	Land Plants	272.133	10	1	-	1
Brachyspira	Bacteria	Spirochaetes	Spirochaetia	2.4584	-	-	-	2
Brachyspira alvinipulli	Bacteria	Spirochaetes	Spirochaetia	3.42076	-	-	-	1
Brachyspira hampsonii	Bacteria	Spirochaetes	Spirochaetia	3.03735	-	-	-	2
Brachyspira hyodysenteriae	Bacteria	Spirochaetes	Spirochaetia	3.03663	1	-	1	22
Brachyspira innocens	Bacteria	Spirochaetes	Spirochaetia	3.28161	-	-	-	1
Brachyspira intermedia	Bacteria	Spirochaetes	Spirochaetia	3.30805	1	-	1	1
Brachyspira murdochii	Bacteria	Spirochaetes	Spirochaetia	3.2418	1	-	-	1
Brachyspira pilosicoli	Bacteria	Spirochaetes	Spirochaetia	2.55556	1	-	-	4
Brachyspira suanatina	Bacteria	Spirochaetes	Spirochaetia	3.25801	-	-	-	1
Brackiella oedipodis	Bacteria	Proteobacteria	Betaproteobacteria	1.9221	-	-	-	1
Bradyrhizobiaceae bacterium Ga0074131	Bacteria	Proteobacteria	Alphaproteobacteria	4.98252	-	-	-	1
Bradyrhizobiaceae bacterium SG-6C	Bacteria	Proteobacteria	Alphaproteobacteria	4.33639	1	-	-	1
Bradyrhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	7.54769	1	-	1	56
Bradyrhizobium diazoefficiens	Bacteria	Proteobacteria	Alphaproteobacteria	9.10583	1	-	4	4
Bradyrhizobium elkanii	Bacteria	Proteobacteria	Alphaproteobacteria	9.48477	-	-	-	10
Bradyrhizobium embrapense	Bacteria	Proteobacteria	Alphaproteobacteria	8.26783	-	-	-	1
Bradyrhizobium genosp. SA-4	Bacteria	Proteobacteria	Alphaproteobacteria	9.82688	-	-	-	1
Bradyrhizobium icense	Bacteria	Proteobacteria	Alphaproteobacteria	8.32277	1	-	-	1
Bradyrhizobium japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	9.20738	1	-	-	21
Bradyrhizobium jicamae	Bacteria	Proteobacteria	Alphaproteobacteria	8.73885	-	-	-	1
Bradyrhizobium lablabi	Bacteria	Proteobacteria	Alphaproteobacteria	8.81729	-	-	-	1
Bradyrhizobium liaoningense	Bacteria	Proteobacteria	Alphaproteobacteria	8.59056	-	-	-	3
Bradyrhizobium lupini	Bacteria	Proteobacteria	Alphaproteobacteria	5.27224	-	-	-	1
Bradyrhizobium manausense	Bacteria	Proteobacteria	Alphaproteobacteria	9.14531	-	-	-	1
Bradyrhizobium neotropicale	Bacteria	Proteobacteria	Alphaproteobacteria	8.67933	-	-	-	1
Bradyrhizobium oligotrophicum	Bacteria	Proteobacteria	Alphaproteobacteria	8.26417	1	-	-	1
